Año,Estado,Mes,Delegación,Colonia,Tipo,Ruta,Limite 1,Limite 2,Distancia Recorrida,Evidencia,Link,Foto de Evidencia,Display,Formato de Anuncio,No,Anunciante(s),Cat,Campaña,Industria
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_23,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_23,,Banner de triple cara,Impreso,33,AERIE,,Branding,0
2022,Jalisco,Julio,Zapopan,Real Vallarta,Centros Comerciales,Galerías Guadalajara,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0013c503-aa94-4a59-b643-cce3d4de8ed9%5D%2Fanuncio_foto_30,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0013c503-aa94-4a59-b643-cce3d4de8ed9%5D%2Fanuncio_foto_30,,Banner flotante,Digital,34,AERIE,,Branding,0
2022,Nuevo León,Julio,Monterrey,Vista Hermosa,Centros Comerciales,Galerías Monterrey,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ac5a68d09-d8a3-4652-935a-c5b55b49a619%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ac5a68d09-d8a3-4652-935a-c5b55b49a619%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ac5a68d09-d8a3-4652-935a-c5b55b49a619%5D%2Fanuncio_foto_4,Barandales,Digital,35,AERIE,,BRANDING,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,Nuevo León,Julio,Monterrey,Vista Hermosa,Centros Comerciales,Galerías Monterrey,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A49b2c6c6-978c-41df-982f-fb1005a48548%5D%2Fanuncio_foto_10,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A49b2c6c6-978c-41df-982f-fb1005a48548%5D%2Fanuncio_foto_10,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A49b2c6c6-978c-41df-982f-fb1005a48548%5D%2Fanuncio_foto_10,Barandales,Digital,36,AERIE,,BRANDING,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,Nuevo León,Julio,Monterrey,Vista Hermosa,Centros Comerciales,Galerías Monterrey,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A49b2c6c6-978c-41df-982f-fb1005a48548%5D%2Fanuncio_foto_27,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A49b2c6c6-978c-41df-982f-fb1005a48548%5D%2Fanuncio_foto_27,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A49b2c6c6-978c-41df-982f-fb1005a48548%5D%2Fanuncio_foto_27,Barandales,Digital,37,AERIE,,BRANDING,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_32,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_32,,Muro Publicitario,Digital,38,AEROMEXICO,,Branding,Turismo
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_37,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_37,,Muro Publicitario,Impreso,39,AEROMEXICO,,Branding,Turismo
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_38,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_38,,Muro Publicitario,Impreso,40,AEROMEXICO,,Club Premier,Turismo
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_48,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_48,,Muro Publicitario,Impreso,41,AEROMEXICO,,Branding,Turismo
2022,Nuevo León,Julio,Monterrey,Vista Hermosa,Centros Comerciales,Galerías Monterrey,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1740b0df-6298-480d-b1de-9bce7a05b770%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1740b0df-6298-480d-b1de-9bce7a05b770%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1740b0df-6298-480d-b1de-9bce7a05b770%5D%2Fanuncio_foto_4,Muro Publicitario,Impreso,42,AEROPOSTALE,,ESTILO DESGASTADO,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7c93d558-9b6b-496b-86ec-0278eee56790%5D%2Fanuncio_foto_3,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7c93d558-9b6b-496b-86ec-0278eee56790%5D%2Fanuncio_foto_3,,Muro Publicitario,Digital,43,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,,Califícanos,Turismo
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7c93d558-9b6b-496b-86ec-0278eee56790%5D%2Fanuncio_foto_24,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7c93d558-9b6b-496b-86ec-0278eee56790%5D%2Fanuncio_foto_24,,Muro Publicitario,Digital,44,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,,Califícanos,Turismo
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7c93d558-9b6b-496b-86ec-0278eee56790%5D%2Fanuncio_foto_27,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7c93d558-9b6b-496b-86ec-0278eee56790%5D%2Fanuncio_foto_27,,Muro Publicitario,Digital,45,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,,Califícanos,Turismo
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7c93d558-9b6b-496b-86ec-0278eee56790%5D%2Fanuncio_foto_31,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7c93d558-9b6b-496b-86ec-0278eee56790%5D%2Fanuncio_foto_31,,Muro Publicitario,Digital,46,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,,Medidas COVID,Turismo
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7c93d558-9b6b-496b-86ec-0278eee56790%5D%2Fanuncio_foto_45,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7c93d558-9b6b-496b-86ec-0278eee56790%5D%2Fanuncio_foto_45,,Muro Publicitario,Digital,47,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,,Branding,Turismo
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_5,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_5,,Muro Publicitario,Digital,48,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,,Branding,Turismo
2022,CDMX,Julio,Benito Juárez,Santa Cruz Atoyac,Centros Comerciales,Plaza Universidad,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5578ad43-5627-4528-8a7c-4cdf950c828e%5D%2Fanuncio_foto_3,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5578ad43-5627-4528-8a7c-4cdf950c828e%5D%2Fanuncio_foto_3,,Muro Publicitario,Impreso,49,ALDO CONTI,,Aldo conti Junior,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,Quintana Roo,Julio,Cancún,Zona Hotelera,Centros Comerciales,Plaza Kukulkan,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab38c1aad-b657-42a6-8034-1bb8bd06880d%5D%2Fanuncio_foto_10,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab38c1aad-b657-42a6-8034-1bb8bd06880d%5D%2Fanuncio_foto_10,,Banner de triple cara,Impreso,50,AMAZON,,Amazon Hub,"Computadoras, Sistemas, Software y Ventas por Internet"
2022,Quintana Roo,Julio,Cancún,Zona Hotelera,Centros Comerciales,Plaza Kukulkan,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab38c1aad-b657-42a6-8034-1bb8bd06880d%5D%2Fanuncio_foto_23,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab38c1aad-b657-42a6-8034-1bb8bd06880d%5D%2Fanuncio_foto_23,,Banner de triple cara,Impreso,51,AMAZON,,Amazon Hub,"Computadoras, Sistemas, Software y Ventas por Internet"
2022,Quintana Roo,Julio,Cancún,Zona Hotelera,Centros Comerciales,Plaza Kukulkan,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab38c1aad-b657-42a6-8034-1bb8bd06880d%5D%2Fanuncio_foto_32,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab38c1aad-b657-42a6-8034-1bb8bd06880d%5D%2Fanuncio_foto_32,,Banner de triple cara,Impreso,52,AMAZON,,Amazon Hub,"Computadoras, Sistemas, Software y Ventas por Internet"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_13,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_13,,Banner flotante,Impreso,53,AMAZON,,Prime Day,"Computadoras, Sistemas, Software y Ventas por Internet"
2022,Nuevo León,Julio,San Nicolás De Los Garza,Miguel Alemán,Centros Comerciales,Paseo La Fe,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_1,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_1,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_1,Espectacular,Digital,54,AMAZON,,DOBLEMENTE EMBARAZADA 2,"Computadoras, Sistemas, Software y Ventas por Internet"
2022,Jalisco,Julio,Zapopan,Real Vallarta,Centros Comerciales,Galerías Guadalajara,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0013c503-aa94-4a59-b643-cce3d4de8ed9%5D%2Fanuncio_foto_28,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0013c503-aa94-4a59-b643-cce3d4de8ed9%5D%2Fanuncio_foto_28,,Banner flotante,Digital,55,AMERICAN EAGLE,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adc164172-10d0-4142-8ff0-b0e6a7d3fcb5%5D%2Fanuncio_foto_40,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adc164172-10d0-4142-8ff0-b0e6a7d3fcb5%5D%2Fanuncio_foto_40,,Muro Publicitario,Impreso,56,AMERICAN EXPRESS,,Branding,"Bancos, Financieros, Seguros, Credito y Empeño"
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9e66a9a3-6b10-442e-91ac-41dfcb2c2c8f%5D%2Fanuncio_foto_5,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9e66a9a3-6b10-442e-91ac-41dfcb2c2c8f%5D%2Fanuncio_foto_5,,Panel de pasillo,Digital,57,AMERICAN EXPRESS,,Branding,"Bancos, Financieros, Seguros, Credito y Empeño"
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9e66a9a3-6b10-442e-91ac-41dfcb2c2c8f%5D%2Fanuncio_foto_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9e66a9a3-6b10-442e-91ac-41dfcb2c2c8f%5D%2Fanuncio_foto_6,,Panel de pasillo,Digital,58,AMERICAN EXPRESS,,Branding,"Bancos, Financieros, Seguros, Credito y Empeño"
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9e66a9a3-6b10-442e-91ac-41dfcb2c2c8f%5D%2Fanuncio_foto_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9e66a9a3-6b10-442e-91ac-41dfcb2c2c8f%5D%2Fanuncio_foto_7,,Panel de pasillo,Digital,59,AMERICAN EXPRESS,,Branding,"Bancos, Financieros, Seguros, Credito y Empeño"
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_39,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_39,,Muro Publicitario,Digital,60,AMERICAN EXPRESS,,Branding,"Bancos, Financieros, Seguros, Credito y Empeño"
2022,CDMX,Julio,Benito Juárez,Narvarte,Centros Comerciales,Parque Delta,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A980a56e6-6ebf-485c-a4a5-1579fb8ad50f%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A980a56e6-6ebf-485c-a4a5-1579fb8ad50f%5D%2Fanuncio_foto_4,,Banner de triple cara,Impreso,61,AMERICAN EXPRESS,,Branding,"Bancos, Financieros, Seguros, Credito y Empeño"
2022,CDMX,Julio,Benito Juárez,Narvarte,Centros Comerciales,Parque Delta,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A980a56e6-6ebf-485c-a4a5-1579fb8ad50f%5D%2Fanuncio_foto_5,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A980a56e6-6ebf-485c-a4a5-1579fb8ad50f%5D%2Fanuncio_foto_5,,Banner de triple cara,Impreso,62,AMERICAN EXPRESS,,Branding,"Bancos, Financieros, Seguros, Credito y Empeño"
2022,CDMX,Julio,Benito Juárez,Narvarte,Centros Comerciales,Parque Delta,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A980a56e6-6ebf-485c-a4a5-1579fb8ad50f%5D%2Fanuncio_foto_23,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A980a56e6-6ebf-485c-a4a5-1579fb8ad50f%5D%2Fanuncio_foto_23,,Panel de pasillo,Impreso,63,AMERICAN EXPRESS,,Branding,"Bancos, Financieros, Seguros, Credito y Empeño"
